playerId,playerName,LA_RAPM,LA_RAPM_Rank,LA_RAPM__Def,LA_RAPM__Def_Rank,LA_RAPM__Off,LA_RAPM__Off_Rank,RA_EFG,RA_EFG_Rank,RA_EFG__Def,RA_EFG__Def_Rank,RA_EFG__Off,RA_EFG__Off_Rank,RA_FTR,RA_FTR_Rank,RA_FTR__Def,RA_FTR__Def_Rank,RA_FTR__Off,RA_FTR__Off_Rank,RA_ORBD,RA_ORBD_Rank,RA_ORBD__Def,RA_ORBD__Def_Rank,RA_ORBD__Off,RA_ORBD__Off_Rank,RA_TOV,RA_TOV_Rank,RA_TOV__Def,RA_TOV__Def_Rank,RA_TOV__Off,RA_TOV__Off_Rank,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,season,teamId,teamName,primaryKey
101109,"Raymond Felton",0.19,263,0.08,308,0.11,283,-0.23,462,0.59,89,-0.82,687,-1.25,558,-0.38,460,-0.87,553,-0.23,401,0.07,348,-0.3,463,0.69,95,0.49,96,0.2,211,0.15,284,0.98,103,-0.83,584,"2018-21",-1,"N/A","101109_2018-21"
203473,"Dewayne Dedmon",-0.84,567,0.37,194,-1.21,678,-0.85,658,-0.7,675,-0.14,447,-3.36,700,0.49,242,-3.85,731,1.99,67,1.68,20,0.31,248,-1.11,706,0.01,343,-1.12,732,-1.64,647,-0.76,608,-0.88,593,"2018-21",-1,"N/A","203473_2018-21"
1630231,"Kenyon Martin Jr.",0.54,192,0.36,196,0.18,257,-0.03,352,0.16,240,-0.2,478,-0.34,429,0.07,347,-0.41,454,2.04,63,1.3,51,0.74,142,-0.36,553,-0.02,382,-0.35,591,0.15,285,0.61,159,-0.45,493,"2018-21",-1,"N/A","1630231_2018-21"
101123,"Gerald Green",-0.32,445,-1.86,725,1.54,49,0.73,120,-0.02,394,0.76,77,-1.84,617,-3.18,716,1.35,123,-1.67,654,0.01,377,-1.68,705,0.03,356,-0.6,673,0.63,52,0.16,282,-1.21,660,1.37,87,"2018-21",-1,"N/A","101123_2018-21"
201163,"Wilson Chandler",-0.64,522,0.27,222,-0.91,627,-0.42,532,-0.5,627,0.08,257,-2.61,674,0.7,206,-3.31,722,2.55,43,0.45,204,2.1,33,-1.06,701,-0.35,606,-0.71,697,-1.11,581,-0.81,616,-0.3,451,"2018-21",-1,"N/A","201163_2018-21"
1626163,"Frank Kaminsky",0.25,252,0.3,215,-0.05,370,-0.7,616,-0.33,556,-0.37,563,0.78,219,2.02,68,-1.24,603,-0.34,435,1.16,67,-1.5,685,0.76,83,0.04,320,0.73,39,0.53,215,0.68,146,-0.15,392,"2018-21",-1,"N/A","1626163_2018-21"
101112,"Channing Frye",-2.02,707,-1.09,679,-0.93,632,-1.81,729,-1,713,-0.81,686,0.87,207,0.81,183,0.06,330,-2.82,719,-1.36,696,-1.46,680,0.32,195,-0.3,579,0.62,54,-2.78,717,-1.84,710,-0.94,596,"2018-21",-1,"N/A","101112_2018-21"
1627755,"Tyler Ulis",0.01,326,0.03,338,-0.03,355,0.01,327,0.02,345,-0.02,326,0.01,362,0.02,366,-0.02,357,0.01,347,0.02,375,0.01,350,0.01,376,0.01,372,0.01,371,0.01,338,0.03,355,-0.03,340,"2018-21",-1,"N/A","1627755_2018-21"
203484,"Kentavious Caldwell-Pope",-0.02,339,-1.09,680,1.07,83,-0.37,517,-0.37,582,0.01,311,-1.39,575,-1.9,660,0.51,226,-1.15,601,-1.61,712,0.46,209,0.45,157,0.24,184,0.22,201,-0.13,382,-1.03,643,0.9,134,"2018-21",-1,"N/A","203484_2018-21"
101150,"Lou Williams",-0.53,500,-2.06,730,1.53,50,0.81,106,0.32,162,0.49,131,4.02,23,-1.8,651,5.82,4,-3.26,730,-2.64,737,-0.62,550,0.11,309,-0.53,651,0.64,50,0.33,246,-1.45,684,1.77,56,"2018-21",-1,"N/A","101150_2018-21"
202697,"Iman Shumpert",-2.17,714,-0.04,379,-2.13,726,-0.61,594,0.06,302,-0.67,659,-3.87,716,-1.6,633,-2.27,690,-1.32,618,-1.6,711,0.28,257,0.45,154,0.69,53,-0.23,552,-1.57,642,-0.31,497,-1.26,648,"2018-21",-1,"N/A","202697_2018-21"
1627783,"Pascal Siakam",2.13,46,1.38,43,0.76,123,2.39,10,1.51,4,0.88,60,-1.25,557,-0.57,499,-0.68,519,0.98,164,0.82,118,0.16,299,0.45,156,0.07,289,0.38,124,4.62,12,3.02,8,1.6,68,"2018-21",-1,"N/A","1627783_2018-21"
101139,"CJ Miles",0.01,323,0.01,356,0.01,335,-0.3,485,0.31,172,-0.61,641,-4.32,723,-3.88,727,-0.44,461,-0.91,555,-0.53,552,-0.38,491,0.51,138,0.36,141,0.15,247,-1.03,571,-0.19,462,-0.83,587,"2018-21",-1,"N/A","101139_2018-21"
101161,"Amir Johnson",-0.91,578,-0.5,574,-0.41,510,-0.16,432,-0.13,477,-0.03,334,-3.89,717,-2.1,673,-1.79,657,0.01,351,-0.15,438,0.14,304,-0.51,593,-0.34,602,-0.17,522,-1.39,621,-0.8,612,-0.59,531,"2018-21",-1,"N/A","101161_2018-21"
101133,"Ian Mahinmi",0.09,292,0.58,139,-0.49,534,-1.57,721,-0.48,618,-1.09,722,0.21,315,-0.19,412,0.4,256,2.1,61,0.48,197,1.62,47,0.52,133,0.54,85,-0.02,399,-0.69,517,0.05,340,-0.73,566,"2018-21",-1,"N/A","101133_2018-21"
203486,"Mason Plumlee",0.63,176,0.25,229,0.38,197,0.73,119,0.45,119,0.28,186,0.17,328,0.75,199,-0.57,494,0.83,186,-0.35,510,1.18,81,-0.35,548,-0.18,519,-0.17,519,0.31,251,0.04,349,0.27,227,"2018-21",-1,"N/A","203486_2018-21"
1629681,"Killian Tillie",-0.38,463,-0.15,445,-0.23,448,-0.05,363,0.03,333,-0.08,391,-0.23,404,-0.33,449,0.11,306,0.21,296,0.38,225,-0.17,411,0.01,385,-0.08,438,0.07,302,-0.14,387,-0.03,381,-0.12,377,"2018-21",-1,"N/A","1629681_2018-21"
203493,"Reggie Bullock",-1.23,618,-0.99,661,-0.24,456,-0.34,502,-0.26,535,-0.08,389,-3.4,703,-2.66,697,-0.74,530,-0.3,422,1.38,43,-1.68,706,-0.18,477,-0.33,596,0.16,240,-0.25,423,0.01,361,-0.27,440,"2018-21",-1,"N/A","203493_2018-21"
1626153,"Delon Wright",0.86,145,-0.41,550,1.27,63,-1.06,682,-0.69,674,-0.36,562,0.45,275,0.11,333,0.34,266,-0.9,553,-1.16,672,0.25,269,0.97,49,0.27,168,0.7,42,0.32,248,-0.57,569,0.88,138,"2018-21",-1,"N/A","1626153_2018-21"
1628404,"Josh Hart",-0.21,412,-0.22,480,0.01,334,0.23,220,0.03,336,0.21,209,-0.66,488,-2.71,698,2.05,67,1.53,93,1.4,40,0.14,306,-0.31,538,0.01,363,-0.31,578,-0.18,397,-0.14,432,-0.05,346,"2018-21",-1,"N/A","1628404_2018-21"
203114,"Khris Middleton",2.5,34,1.13,61,1.37,60,1.35,51,0.48,109,0.87,63,-1.65,598,-0.02,376,-1.63,647,-0.12,370,0.85,108,-0.96,610,0.4,175,-0.33,595,0.73,36,2.4,52,0.67,147,1.73,59,"2018-21",-1,"N/A","203114_2018-21"
203487,"Michael Carter-Williams",0.89,141,0.04,328,0.84,109,-0.38,518,-0.63,658,0.25,192,0.65,241,0.03,362,0.62,207,1.31,119,0.23,273,1.08,91,1.48,15,1.3,5,0.17,231,1.68,89,-0.05,396,1.72,61,"2018-21",-1,"N/A","203487_2018-21"
1626143,"Jahlil Okafor",-0.09,373,0.21,248,-0.3,482,-0.53,581,-0.13,474,-0.4,577,2.85,63,3.6,24,-0.75,533,1.06,150,1.27,53,-0.21,431,-0.93,682,-0.79,702,-0.14,502,-2.12,682,-0.84,622,-1.28,652,"2018-21",-1,"N/A","1626143_2018-21"
1626154,"RJ Hunter",0.67,172,0.29,216,0.37,198,0.35,186,0.27,194,0.08,258,0.65,240,0.41,260,0.24,276,0.23,291,-0.26,472,0.48,200,0.23,239,-0.05,410,0.29,161,0.7,185,0.36,219,0.34,213,"2018-21",-1,"N/A","1626154_2018-21"
101162,"Marcin Gortat",-1.32,638,-0.32,517,-1,644,0.02,312,0.14,252,-0.12,429,0.48,271,4.37,10,-3.88,732,0.38,259,-1.39,701,1.77,42,-0.84,658,-0.21,533,-0.62,682,-1.44,627,-0.36,509,-1.08,618,"2018-21",-1,"N/A","101162_2018-21"
1629603,"Mamadi Diakite",0.01,331,-0.04,378,0.03,322,0.06,287,0.01,379,0.07,262,-0.32,423,-0.18,410,-0.14,395,-0.03,355,0.16,311,-0.19,424,0.02,364,-0.05,413,0.07,299,0.08,299,-0.05,398,0.13,274,"2018-21",-1,"N/A","1629603_2018-21"
1630237,"Anthony Lamb",0.18,270,0.26,228,-0.08,388,-0.36,507,-0.12,466,-0.24,499,0.17,331,0.34,273,-0.18,403,0.88,176,1.25,57,-0.37,490,-0.16,471,-0.08,432,-0.09,454,-0.32,445,0.16,286,-0.48,498,"2018-21",-1,"N/A","1630237_2018-21"
203460,"Andre Roberson",-0.12,383,0.64,133,-0.76,601,-0.43,537,0.06,311,-0.48,600,-0.6,477,-0.36,455,-0.24,416,0.59,211,0.47,198,0.12,310,-0.12,440,0.31,155,-0.43,630,-0.3,436,0.56,164,-0.86,588,"2018-21",-1,"N/A","203460_2018-21"
1630268,"Nate Darling",-0.19,409,-0.1,415,-0.09,400,-0.04,356,0.01,368,-0.04,356,-0.09,383,0.05,356,-0.14,396,-0.29,420,-0.2,452,-0.09,375,-0.18,480,-0.05,412,-0.13,497,-0.26,426,-0.11,425,-0.15,390,"2018-21",-1,"N/A","1630268_2018-21"
1626155,"Sam Dekker",0.25,251,-0.1,410,0.35,203,-0.42,535,-0.38,588,-0.03,346,-1.04,535,0.51,237,-1.55,640,-0.24,404,-1.47,705,1.23,74,0.56,123,0.51,91,0.05,322,-0.31,440,-0.67,590,0.36,212,"2018-21",-1,"N/A","1626155_2018-21"
101141,"Ersan Ilyasova",2.25,42,1.1,64,1.15,75,-0.94,673,-0.71,677,-0.23,490,-1.61,594,-0.3,444,-1.31,611,1.46,99,1.25,58,0.21,285,1.05,42,0.72,49,0.33,143,0.84,169,0.09,315,0.76,153,"2018-21",-1,"N/A","101141_2018-21"
1626167,"Myles Turner",1.23,105,2.72,5,-1.48,699,0.82,105,1.39,8,-0.58,631,1.61,128,2.08,65,-0.47,471,0.01,343,0.26,260,-0.24,448,-0.29,531,-0.29,566,0.01,383,1.06,141,2.11,18,-1.05,613,"2018-21",-1,"N/A","1626167_2018-21"
1627752,"Taurean Prince",0.13,282,-0.35,532,0.49,173,-0.49,562,-0.07,430,-0.43,585,0.03,351,0.62,216,-0.59,500,0.41,253,-0.58,575,0.99,103,0.08,325,-0.15,501,0.23,195,-0.71,523,-0.81,617,0.11,286,"2018-21",-1,"N/A","1627752_2018-21"
1626144,"Emmanuel Mudiay",-1.88,700,-0.88,642,-1,646,-0.76,638,-0.46,612,-0.3,532,3.8,30,0.91,166,2.89,34,-0.34,432,-0.98,642,0.64,158,-0.92,681,-0.21,536,-0.71,696,-2.59,712,-1.55,692,-1.05,612,"2018-21",-1,"N/A","1626144_2018-21"
203501,"Tim Hardaway Jr.",-0.65,525,-0.95,654,0.3,214,0.04,298,-0.24,527,0.29,184,1.44,138,1.57,100,-0.13,389,-2.42,701,-0.21,455,-2.2,724,0.32,196,-0.68,692,1,14,-0.15,388,-1.25,667,1.1,112,"2018-21",-1,"N/A","203501_2018-21"
1628378,"Donovan Mitchell",0.04,312,-0.78,623,0.82,112,-0.05,361,-0.14,483,0.1,249,-0.38,435,-1,585,0.62,206,-0.46,461,-0.03,390,-0.44,510,0.14,290,-0.76,701,0.9,21,0.57,208,-0.45,537,1.02,118,"2018-21",-1,"N/A","1628378_2018-21"
2617,"Udonis Haslem",-0.68,535,-0.04,377,-0.64,568,-0.55,585,0.11,274,-0.66,657,-0.98,526,0.42,257,-1.4,621,-1.64,650,-0.58,570,-1.06,627,0.24,236,0.12,256,0.12,270,-1.12,586,0.15,288,-1.27,650,"2018-21",-1,"N/A","2617_2018-21"
203477,"Isaiah Canaan",-1.79,697,-1.01,668,-0.78,604,-0.71,619,-0.59,651,-0.12,423,-0.66,485,0.38,266,-1.04,576,-2.76,716,-0.54,559,-2.21,725,-0.07,424,-0.04,396,-0.03,414,-1.98,676,-0.82,619,-1.16,634,"2018-21",-1,"N/A","203477_2018-21"
101181,"Jose Calderon",-0.89,572,0.01,361,-0.88,621,-1.24,697,-0.14,481,-1.1,724,-2.17,640,-2.65,696,0.48,234,0.02,339,0.71,144,-0.7,563,0.06,335,0.17,218,-0.11,484,-2.61,713,-0.36,507,-2.26,727,"2018-21",-1,"N/A","101181_2018-21"
203504,"Trey Burke",0.22,255,-0.75,616,0.97,92,-0.18,441,-0.07,429,-0.11,420,-1.53,584,-0.98,581,-0.54,488,-3.16,729,-1.78,717,-1.38,673,1.49,14,0.15,233,1.34,1,0.33,245,-0.8,613,1.13,108,"2018-21",-1,"N/A","203504_2018-21"
1626158,"Richaun Holmes",2.37,38,0.44,173,1.93,30,0.56,148,0.1,279,0.47,133,0.01,360,1.25,123,-1.25,605,0.4,255,0.03,366,0.36,237,0.26,221,-0.02,389,0.29,158,1.29,118,-0.14,436,1.43,81,"2018-21",-1,"N/A","1626158_2018-21"
1627761,"DeAndre Bembry",-0.82,560,-0.31,512,-0.51,537,-0.71,620,-0.62,657,-0.09,396,-1.68,601,-3.5,722,1.82,87,0.16,311,-0.75,610,0.92,112,-0.16,464,1.01,21,-1.17,735,-1.45,628,-0.42,526,-1.03,608,"2018-21",-1,"N/A","1627761_2018-21"
1626145,"Tyus Jones",1.6,80,0.52,153,1.08,82,-0.82,654,-0.8,695,-0.02,327,0.24,309,1.05,150,-0.81,545,-1.46,633,-0.16,443,-1.3,662,1.4,19,0.34,143,1.06,10,0.42,231,-0.17,447,0.59,176,"2018-21",-1,"N/A","1626145_2018-21"
1628966,"Keita Bates-Diop",-3.34,734,-1.64,719,-1.71,718,-1.21,696,-0.19,500,-1.03,719,1.04,182,1.01,156,0.03,341,-2.24,696,-0.96,641,-1.28,658,-0.35,547,-0.52,649,0.17,229,-3.18,720,-1.33,675,-1.85,706,"2018-21",-1,"N/A","1628966_2018-21"
203468,"CJ McCollum",2.02,55,0.33,203,1.69,40,1.55,32,0.67,72,0.88,61,-0.99,529,1.71,87,-2.7,705,0.02,342,-0.2,451,0.21,283,0.48,146,-0.5,646,0.98,15,2.8,33,0.23,254,2.57,25,"2018-21",-1,"N/A","203468_2018-21"
203474,"DJ Stephens",0.09,293,0.13,280,-0.04,361,-0.12,404,-0.03,402,-0.08,394,-0.21,402,-0.08,389,-0.13,391,-0.24,403,-0.34,503,0.1,322,0.12,305,0.15,231,-0.03,411,-0.03,345,0.07,330,-0.09,365,"2018-21",-1,"N/A","203474_2018-21"
1626147,"Justin Anderson",-0.15,392,-0.38,538,0.23,231,-0.13,411,-0.1,453,-0.04,348,0.01,357,-1.36,613,1.37,120,0.52,228,0.42,215,0.1,320,0.13,297,-0.04,405,0.17,228,-0.5,489,-0.49,551,0.01,330,"2018-21",-1,"N/A","1626147_2018-21"
1627789,"Timothe Luwawu-Cabarrot",-1.36,647,-0.52,581,-0.84,616,-1.5,713,-0.54,638,-0.96,711,-3.21,694,-2.17,676,-1.04,579,-0.78,520,0.01,380,-0.78,585,-0.3,534,-0.32,591,0.02,364,-3.14,719,-1.47,686,-1.67,697,"2018-21",-1,"N/A","1627789_2018-21"
1626149,"Montrezl Harrell",0.24,253,-0.2,470,0.45,181,1.26,58,0.61,84,0.66,108,5.15,13,1.16,136,3.99,15,0.15,314,-0.26,475,0.41,223,-0.91,679,-0.22,540,-0.69,694,1.61,95,0.52,173,1.09,114,"2018-21",-1,"N/A","1626149_2018-21"
1626150,"Andrew Harrison",-0.06,360,0.13,278,-0.2,439,-0.33,499,-0.14,482,-0.18,473,-0.66,486,-1.2,601,0.54,221,-0.74,515,-0.22,456,-0.53,532,0.05,339,0.02,337,0.04,334,-0.31,438,-0.08,415,-0.23,423,"2018-21",-1,"N/A","1626150_2018-21"
1627814,"Damion Lee",1.08,120,1.53,37,-0.45,520,-0.06,369,-0.22,516,0.16,224,1.73,121,1.23,127,0.49,230,0.94,168,2.29,5,-1.35,668,0.77,80,0.13,243,0.64,51,0.85,168,0.65,153,0.2,249,"2018-21",-1,"N/A","1627814_2018-21"
1627820,"Tyrone Wallace",0.55,191,0.41,183,0.15,270,0.13,250,0.44,124,-0.3,539,-4.67,729,-6.48,737,1.81,89,0.14,316,-0.14,431,0.27,259,0.2,259,0.36,140,-0.16,517,0.08,300,0.52,175,-0.44,488,"2018-21",-1,"N/A","1627820_2018-21"
203524,"Solomon Hill",-1.47,659,-1.4,708,-0.07,381,-0.5,571,-0.87,702,0.36,160,0.54,263,-0.04,380,0.58,217,-2.03,686,-1.67,713,-0.36,487,-0.29,530,-0.1,460,-0.19,530,-1.83,666,-2.09,719,0.26,230,"2018-21",-1,"N/A","203524_2018-21"
203526,"Raul Neto",0.19,264,0.12,286,0.07,298,1.02,85,0.28,184,0.74,82,-2.55,668,-2.17,675,-0.38,451,-0.55,474,-0.24,464,-0.31,469,-0.12,448,0.05,303,-0.18,525,1.22,125,0.66,150,0.56,180,"2018-21",-1,"N/A","203526_2018-21"
203485,"Lorenzo Brown",-0.47,493,0.33,206,-0.79,605,0.15,242,0.36,142,-0.21,481,-2.46,662,-1.14,599,-1.32,612,-0.17,382,0.14,320,-0.31,470,-0.62,625,0.08,280,-0.7,695,-0.6,503,0.69,144,-1.29,654,"2018-21",-1,"N/A","203485_2018-21"
1627846,"Abdel Nader",-3.28,732,-0.98,657,-2.3,732,-1.13,689,0.1,282,-1.22,728,-0.49,453,-0.27,430,-0.22,413,-3.28,731,-0.16,440,-3.12,738,-0.31,536,-0.2,529,-0.11,477,-3.65,733,-0.43,530,-3.22,736,"2018-21",-1,"N/A","1627846_2018-21"
203496,"Robert Covington",2.88,26,2.05,15,0.83,110,0.91,94,0.73,65,0.18,219,1.3,153,1.6,98,-0.3,434,0.67,199,1.26,56,-0.59,543,0.84,64,0.86,36,-0.02,398,2.11,66,1.88,26,0.24,237,"2018-21",-1,"N/A","203496_2018-21"
1627853,"Ryan Arcidiacono",-0.49,495,-0.11,422,-0.38,501,-0.4,524,-0.04,409,-0.36,561,-0.54,468,0.88,170,-1.42,627,-1.48,635,-0.75,606,-0.73,570,1.39,20,0.29,161,1.11,7,0.31,250,0.65,151,-0.34,461,"2018-21",-1,"N/A","1627853_2018-21"
203497,"Rudy Gobert",4.15,12,3.28,2,0.87,107,2.2,16,1.44,5,0.76,76,7.05,5,5.65,4,1.41,119,2.27,57,1.85,14,0.42,222,-0.97,691,-0.44,629,-0.53,659,4.39,15,3.41,4,0.98,124,"2018-21",-1,"N/A","203497_2018-21"
101106,"Andrew Bogut",-0.17,398,0.11,293,-0.28,472,-0.27,478,-0.22,521,-0.05,365,-0.38,436,0.56,222,-0.93,566,-0.63,492,0.12,328,-0.75,577,0.01,378,-0.11,476,0.11,274,-0.32,443,-0.23,479,-0.09,362,"2018-21",-1,"N/A","101106_2018-21"
1626157,"Karl-Anthony Towns",2.47,35,-0.35,530,2.83,11,0.9,97,-0.04,407,0.93,55,2.18,98,1.11,139,1.06,154,1.87,72,-0.74,602,2.6,22,-0.51,597,-0.48,641,-0.04,419,2.53,46,-0.69,593,3.22,15,"2018-21",-1,"N/A","1626157_2018-21"
1627855,"Okaro White",-0.03,349,0.01,359,-0.03,354,-0.03,348,0.01,362,-0.03,341,-0.15,390,0.02,363,-0.17,401,0.27,278,0.16,313,0.11,318,0.07,330,0.01,357,0.07,307,0.02,328,0.04,345,-0.03,339,"2018-21",-1,"N/A","1627855_2018-21"
203488,"Mike Muscala",-0.1,376,0.91,88,-1,645,1.07,72,0.96,39,0.11,239,2.38,89,1.18,134,1.2,135,-1.13,595,1.47,35,-2.6,732,-0.25,511,-0.34,600,0.09,290,0.64,200,1.6,42,-0.96,599,"2018-21",-1,"N/A","203488_2018-21"
203546,"Ian Clark",-0.28,434,-0.51,577,0.22,233,0.01,318,0.32,156,-0.31,541,-1.63,597,-0.4,464,-1.23,601,0.46,245,-0.05,406,0.51,193,-0.34,545,-0.52,650,0.18,224,-0.82,545,-0.44,531,-0.39,475,"2018-21",-1,"N/A","203546_2018-21"
1628374,"Lauri Markkanen",-0.91,575,-1.15,686,0.24,228,-0.5,570,0.01,375,-0.49,608,0.22,313,0.48,247,-0.26,421,1.44,103,1.16,68,0.28,252,0.23,243,-0.2,530,0.43,103,-0.23,415,0.17,281,-0.4,477,"2018-21",-1,"N/A","1628374_2018-21"
1628467,"Maxi Kleber",1.19,111,0.25,231,0.94,98,1.5,36,1.24,13,0.26,191,-0.24,411,-0.59,507,0.35,263,1.6,88,0.67,150,0.93,108,-0.21,496,-0.25,551,0.03,336,2.64,39,1.8,34,0.85,140,"2018-21",-1,"N/A","1628467_2018-21"
1626162,"Kelly Oubre Jr.",-0.09,375,0.01,351,-0.1,404,-0.83,656,-0.12,467,-0.71,671,1.27,156,-2.88,706,4.15,13,-2.72,714,-1.1,665,-1.63,699,1.04,44,0.97,26,0.07,303,-1.17,594,-0.08,417,-1.08,621,"2018-21",-1,"N/A","1626162_2018-21"
1627215,"Walter Lemon Jr.",-0.04,352,0.09,305,-0.14,420,-0.11,400,0.01,357,-0.11,416,-0.81,503,0.11,332,-0.92,564,0.37,264,0.49,192,-0.12,390,0.21,254,0.01,345,0.2,208,-0.08,361,0.01,360,-0.09,366,"2018-21",-1,"N/A","1627215_2018-21"
1626166,"Cameron Payne",0.69,168,1.73,30,-1.03,652,1.12,69,0.32,161,0.8,70,-1.47,581,0.27,288,-1.74,654,-1.76,668,-0.49,544,-1.27,657,0.58,114,0.51,92,0.07,300,0.82,174,0.43,205,0.38,206,"2018-21",-1,"N/A","1626166_2018-21"
203516,"James Ennis III",-0.13,387,-0.89,645,0.76,124,-0.38,521,-1.02,716,0.64,109,0.04,346,-0.6,509,0.64,205,0.41,252,-0.14,434,0.55,186,0.1,317,0.6,67,-0.5,648,-0.5,488,-1.4,680,0.91,131,"2018-21",-1,"N/A","203516_2018-21"
1628964,"Mo Bamba",-1.57,676,0.86,96,-2.44,736,-1.48,711,0.36,140,-1.84,738,-0.99,528,3.01,36,-3.99,733,-0.34,433,-0.73,601,0.4,229,0.32,197,0.44,112,-0.12,486,-2.33,697,0.39,213,-2.72,734,"2018-21",-1,"N/A","1628964_2018-21"
1626168,"Trey Lyles",0.26,243,0.21,250,0.05,307,-1.34,699,-0.06,426,-1.28,729,0.2,318,0.48,248,-0.28,427,0.03,336,1,93,-0.96,611,0.17,272,-0.27,561,0.44,100,-1.32,613,0.25,248,-1.57,688,"2018-21",-1,"N/A","1626168_2018-21"
1627734,"Domantas Sabonis",1.94,61,1.37,47,0.57,158,-0.15,427,-0.35,571,0.2,213,1.76,119,1.9,72,-0.14,397,4.26,10,3.23,1,1.03,99,-0.15,455,-0.02,388,-0.12,492,1.57,100,0.82,126,0.76,152,"2018-21",-1,"N/A","1627734_2018-21"
203584,"Troy Daniels",-0.66,528,-0.47,565,-0.19,437,-0.22,454,-0.09,446,-0.13,437,-2.21,645,-1.73,642,-0.47,473,-1.21,606,-0.43,528,-0.79,587,0.33,191,0.4,128,-0.06,436,-0.44,476,-0.17,451,-0.26,437,"2018-21",-1,"N/A","203584_2018-21"
1626169,"Stanley Johnson",-2.39,723,0.52,154,-2.91,737,-0.61,592,0.61,82,-1.21,727,-3.13,692,-1.72,641,-1.42,624,-1.4,626,0.05,361,-1.46,679,-0.94,685,0.22,190,-1.15,734,-2.65,716,1.37,60,-4.03,738,"2018-21",-1,"N/A","1626169_2018-21"
